sentence,label,label_value,pred_label,max_pred_prob,all_prob,status,pred_new_label
Compare the 2 mattresses,COMPARISON,4,COMPARISON,0.6093154549598694,"{'EMI': 0.011252348, 'COD': 0.0145228375, 'ORTHO_FEATURES': 0.026587414, 'ERGO_FEATURES': 0.064015046, 'COMPARISON': 0.60931545, 'WARRANTY': 0.019204583, '100_NIGHT_TRIAL_OFFER': 0.011462923, 'SIZE_CUSTOMIZATION': 0.014591299, 'WHAT_SIZE_TO_ORDER': 0.020810103, 'LEAD_GEN': 0.011631049, 'CHECK_PINCODE': 0.014395232, 'DISTRIBUTORS': 0.025298622, 'MATTRESS_COST': 0.022010751, 'PRODUCT_VARIANTS': 0.038547445, 'ABOUT_SOF_MATTRESS': 0.019934352, 'DELAY_IN_DELIVERY': 0.0100982245, 'ORDER_STATUS': 0.016779441, 'RETURN_EXCHANGE': 0.013092641, 'CANCEL_ORDER': 0.007186923, 'PILLOWS': 0.0138729215, 'OFFERS': 0.015390392}",True,COMPARISON
Product comparison,COMPARISON,4,COMPARISON,0.6219065189361572,"{'EMI': 0.010279911, 'COD': 0.012119469, 'ORTHO_FEATURES': 0.0280882, 'ERGO_FEATURES': 0.051315706, 'COMPARISON': 0.6219065, 'WARRANTY': 0.017773557, '100_NIGHT_TRIAL_OFFER': 0.010277334, 'SIZE_CUSTOMIZATION': 0.013224713, 'WHAT_SIZE_TO_ORDER': 0.020500468, 'LEAD_GEN': 0.009559054, 'CHECK_PINCODE': 0.012558256, 'DISTRIBUTORS': 0.021655101, 'MATTRESS_COST': 0.022988955, 'PRODUCT_VARIANTS': 0.058541812, 'ABOUT_SOF_MATTRESS': 0.018328572, 'DELAY_IN_DELIVERY': 0.009745479, 'ORDER_STATUS': 0.015774604, 'RETURN_EXCHANGE': 0.011207786, 'CANCEL_ORDER': 0.006239825, 'PILLOWS': 0.013140864, 'OFFERS': 0.0147738205}",True,COMPARISON
 Comparison,COMPARISON,4,COMPARISON,0.5703303217887878,"{'EMI': 0.011997182, 'COD': 0.017225591, 'ORTHO_FEATURES': 0.038982175, 'ERGO_FEATURES': 0.05076084, 'COMPARISON': 0.5703303, 'WARRANTY': 0.018765252, '100_NIGHT_TRIAL_OFFER': 0.013513615, 'SIZE_CUSTOMIZATION': 0.016667033, 'WHAT_SIZE_TO_ORDER': 0.03254027, 'LEAD_GEN': 0.012130957, 'CHECK_PINCODE': 0.015551489, 'DISTRIBUTORS': 0.025248522, 'MATTRESS_COST': 0.0227429, 'PRODUCT_VARIANTS': 0.03301478, 'ABOUT_SOF_MATTRESS': 0.019888133, 'DELAY_IN_DELIVERY': 0.013148256, 'ORDER_STATUS': 0.026298137, 'RETURN_EXCHANGE': 0.019552676, 'CANCEL_ORDER': 0.008562636, 'PILLOWS': 0.0159777, 'OFFERS': 0.017101515}",True,COMPARISON
Which mattress to buy?,COMPARISON,4,COMPARISON,0.4074321389198303,"{'EMI': 0.009412136, 'COD': 0.009532827, 'ORTHO_FEATURES': 0.017355958, 'ERGO_FEATURES': 0.06890611, 'COMPARISON': 0.40743214, 'WARRANTY': 0.016765235, '100_NIGHT_TRIAL_OFFER': 0.011053393, 'SIZE_CUSTOMIZATION': 0.015108049, 'WHAT_SIZE_TO_ORDER': 0.032538433, 'LEAD_GEN': 0.012323941, 'CHECK_PINCODE': 0.008222865, 'DISTRIBUTORS': 0.020857878, 'MATTRESS_COST': 0.026662976, 'PRODUCT_VARIANTS': 0.24764188, 'ABOUT_SOF_MATTRESS': 0.028721249, 'DELAY_IN_DELIVERY': 0.009768982, 'ORDER_STATUS': 0.009892583, 'RETURN_EXCHANGE': 0.008393607, 'CANCEL_ORDER': 0.0047487137, 'PILLOWS': 0.019405548, 'OFFERS': 0.015255627}",True,NO_NODES_DETECTED
Is the mattress good for my back,COMPARISON,4,COMPARISON,0.36784791946411133,"{'EMI': 0.010732684, 'COD': 0.011041333, 'ORTHO_FEATURES': 0.015890038, 'ERGO_FEATURES': 0.09303623, 'COMPARISON': 0.36784792, 'WARRANTY': 0.017537372, '100_NIGHT_TRIAL_OFFER': 0.012752381, 'SIZE_CUSTOMIZATION': 0.012569364, 'WHAT_SIZE_TO_ORDER': 0.025046734, 'LEAD_GEN': 0.0139531875, 'CHECK_PINCODE': 0.009034976, 'DISTRIBUTORS': 0.026695916, 'MATTRESS_COST': 0.03133003, 'PRODUCT_VARIANTS': 0.26183417, 'ABOUT_SOF_MATTRESS': 0.024120541, 'DELAY_IN_DELIVERY': 0.00999817, 'ORDER_STATUS': 0.011586619, 'RETURN_EXCHANGE': 0.00783426, 'CANCEL_ORDER': 0.005948178, 'PILLOWS': 0.016615035, 'OFFERS': 0.014594842}",True,NO_NODES_DETECTED
Mattress comparison,COMPARISON,4,COMPARISON,0.6179798245429993,"{'EMI': 0.010971313, 'COD': 0.013064756, 'ORTHO_FEATURES': 0.029809196, 'ERGO_FEATURES': 0.05870231, 'COMPARISON': 0.6179798, 'WARRANTY': 0.0174187, '100_NIGHT_TRIAL_OFFER': 0.010756539, 'SIZE_CUSTOMIZATION': 0.014483098, 'WHAT_SIZE_TO_ORDER': 0.022713905, 'LEAD_GEN': 0.01009291, 'CHECK_PINCODE': 0.0128376605, 'DISTRIBUTORS': 0.022029664, 'MATTRESS_COST': 0.022088794, 'PRODUCT_VARIANTS': 0.04545858, 'ABOUT_SOF_MATTRESS': 0.0184734, 'DELAY_IN_DELIVERY': 0.010354615, 'ORDER_STATUS': 0.015150494, 'RETURN_EXCHANGE': 0.0123867765, 'CANCEL_ORDER': 0.0066223787, 'PILLOWS': 0.013822238, 'OFFERS': 0.014782874}",True,COMPARISON
Compare ergo & ortho variants,COMPARISON,4,COMPARISON,0.6239377856254578,"{'EMI': 0.009943425, 'COD': 0.011362058, 'ORTHO_FEATURES': 0.028474802, 'ERGO_FEATURES': 0.065643944, 'COMPARISON': 0.6239378, 'WARRANTY': 0.016358098, '100_NIGHT_TRIAL_OFFER': 0.009032277, 'SIZE_CUSTOMIZATION': 0.010881004, 'WHAT_SIZE_TO_ORDER': 0.014960889, 'LEAD_GEN': 0.010329591, 'CHECK_PINCODE': 0.012356528, 'DISTRIBUTORS': 0.022683604, 'MATTRESS_COST': 0.019583609, 'PRODUCT_VARIANTS': 0.062822014, 'ABOUT_SOF_MATTRESS': 0.017192654, 'DELAY_IN_DELIVERY': 0.008600714, 'ORDER_STATUS': 0.013349352, 'RETURN_EXCHANGE': 0.009129521, 'CANCEL_ORDER': 0.0056977835, 'PILLOWS': 0.012776392, 'OFFERS': 0.014884019}",True,COMPARISON
I wanna know the difference,COMPARISON,4,COMPARISON,0.34318235516548157,"{'EMI': 0.027980447, 'COD': 0.01827536, 'ORTHO_FEATURES': 0.071527645, 'ERGO_FEATURES': 0.03053737, 'COMPARISON': 0.34318236, 'WARRANTY': 0.017168054, '100_NIGHT_TRIAL_OFFER': 0.02250818, 'SIZE_CUSTOMIZATION': 0.028867802, 'WHAT_SIZE_TO_ORDER': 0.08695898, 'LEAD_GEN': 0.014554943, 'CHECK_PINCODE': 0.019396499, 'DISTRIBUTORS': 0.026596216, 'MATTRESS_COST': 0.028400604, 'PRODUCT_VARIANTS': 0.052831423, 'ABOUT_SOF_MATTRESS': 0.046480484, 'DELAY_IN_DELIVERY': 0.021085937, 'ORDER_STATUS': 0.034303214, 'RETURN_EXCHANGE': 0.040271096, 'CANCEL_ORDER': 0.009742075, 'PILLOWS': 0.027113358, 'OFFERS': 0.03221789}",True,NO_NODES_DETECTED
What is the warranty period?,WARRANTY,5,WARRANTY,0.7778955101966858,"{'EMI': 0.028277181, 'COD': 0.013207013, 'ORTHO_FEATURES': 0.010349126, 'ERGO_FEATURES': 0.013235962, 'COMPARISON': 0.014333151, 'WARRANTY': 0.7778955, '100_NIGHT_TRIAL_OFFER': 0.00835076, 'SIZE_CUSTOMIZATION': 0.011461114, 'WHAT_SIZE_TO_ORDER': 0.006943308, 'LEAD_GEN': 0.0086399745, 'CHECK_PINCODE': 0.0058221687, 'DISTRIBUTORS': 0.009339594, 'MATTRESS_COST': 0.027412798, 'PRODUCT_VARIANTS': 0.013977536, 'ABOUT_SOF_MATTRESS': 0.009641727, 'DELAY_IN_DELIVERY': 0.006435528, 'ORDER_STATUS': 0.013014818, 'RETURN_EXCHANGE': 0.005829197, 'CANCEL_ORDER': 0.0073982957, 'PILLOWS': 0.0040609892, 'OFFERS': 0.0043742186}",True,WARRANTY
Warranty,WARRANTY,5,WARRANTY,0.7732036113739014,"{'EMI': 0.024537092, 'COD': 0.012904613, 'ORTHO_FEATURES': 0.010598694, 'ERGO_FEATURES': 0.013757578, 'COMPARISON': 0.015096457, 'WARRANTY': 0.7732036, '100_NIGHT_TRIAL_OFFER': 0.0087048765, 'SIZE_CUSTOMIZATION': 0.012774965, 'WHAT_SIZE_TO_ORDER': 0.007352589, 'LEAD_GEN': 0.009025074, 'CHECK_PINCODE': 0.0062485947, 'DISTRIBUTORS': 0.009721647, 'MATTRESS_COST': 0.02967336, 'PRODUCT_VARIANTS': 0.01544039, 'ABOUT_SOF_MATTRESS': 0.009927482, 'DELAY_IN_DELIVERY': 0.0066058324, 'ORDER_STATUS': 0.012146221, 'RETURN_EXCHANGE': 0.0056176325, 'CANCEL_ORDER': 0.007524726, 'PILLOWS': 0.0043770573, 'OFFERS': 0.004761507}",True,WARRANTY
Does mattress cover is included in warranty,WARRANTY,5,WARRANTY,0.7811042070388794,"{'EMI': 0.025345424, 'COD': 0.013070739, 'ORTHO_FEATURES': 0.01016056, 'ERGO_FEATURES': 0.013609641, 'COMPARISON': 0.015003948, 'WARRANTY': 0.7811042, '100_NIGHT_TRIAL_OFFER': 0.007950666, 'SIZE_CUSTOMIZATION': 0.012376172, 'WHAT_SIZE_TO_ORDER': 0.0062204003, 'LEAD_GEN': 0.007463388, 'CHECK_PINCODE': 0.005852376, 'DISTRIBUTORS': 0.0087643275, 'MATTRESS_COST': 0.0305726, 'PRODUCT_VARIANTS': 0.015412853, 'ABOUT_SOF_MATTRESS': 0.01036169, 'DELAY_IN_DELIVERY': 0.006023028, 'ORDER_STATUS': 0.010738139, 'RETURN_EXCHANGE': 0.0049266443, 'CANCEL_ORDER': 0.0064699943, 'PILLOWS': 0.003984142, 'OFFERS': 0.004589057}",True,WARRANTY
How long is the warranty you offer on your mattresses and what does it cover,WARRANTY,5,WARRANTY,0.7730686664581299,"{'EMI': 0.030978274, 'COD': 0.012292291, 'ORTHO_FEATURES': 0.0093931155, 'ERGO_FEATURES': 0.013521315, 'COMPARISON': 0.0145741645, 'WARRANTY': 0.77306867, '100_NIGHT_TRIAL_OFFER': 0.009096465, 'SIZE_CUSTOMIZATION': 0.011689403, 'WHAT_SIZE_TO_ORDER': 0.0064359447, 'LEAD_GEN': 0.007942935, 'CHECK_PINCODE': 0.0053513087, 'DISTRIBUTORS': 0.009735653, 'MATTRESS_COST': 0.030916376, 'PRODUCT_VARIANTS': 0.01596804, 'ABOUT_SOF_MATTRESS': 0.010682345, 'DELAY_IN_DELIVERY': 0.005893475, 'ORDER_STATUS': 0.012461878, 'RETURN_EXCHANGE': 0.005288023, 'CANCEL_ORDER': 0.006409077, 'PILLOWS': 0.0037822698, 'OFFERS': 0.004519128}",True,WARRANTY
Do you offer warranty ,WARRANTY,5,WARRANTY,0.7787779569625854,"{'EMI': 0.02565403, 'COD': 0.013004679, 'ORTHO_FEATURES': 0.009886572, 'ERGO_FEATURES': 0.012872049, 'COMPARISON': 0.014483043, 'WARRANTY': 0.77877796, '100_NIGHT_TRIAL_OFFER': 0.0091989925, 'SIZE_CUSTOMIZATION': 0.012633637, 'WHAT_SIZE_TO_ORDER': 0.0067367633, 'LEAD_GEN': 0.008751561, 'CHECK_PINCODE': 0.0057035815, 'DISTRIBUTORS': 0.009145363, 'MATTRESS_COST': 0.028388547, 'PRODUCT_VARIANTS': 0.015595189, 'ABOUT_SOF_MATTRESS': 0.009477297, 'DELAY_IN_DELIVERY': 0.0061446656, 'ORDER_STATUS': 0.012090665, 'RETURN_EXCHANGE': 0.0053973445, 'CANCEL_ORDER': 0.007128202, 'PILLOWS': 0.00417345, 'OFFERS': 0.004756451}",True,WARRANTY
Tell me about the product warranty,WARRANTY,5,WARRANTY,0.7801079154014587,"{'EMI': 0.02675449, 'COD': 0.01200357, 'ORTHO_FEATURES': 0.0100357495, 'ERGO_FEATURES': 0.0133251455, 'COMPARISON': 0.014789076, 'WARRANTY': 0.7801079, '100_NIGHT_TRIAL_OFFER': 0.008373207, 'SIZE_CUSTOMIZATION': 0.011158136, 'WHAT_SIZE_TO_ORDER': 0.006543269, 'LEAD_GEN': 0.008082105, 'CHECK_PINCODE': 0.005891731, 'DISTRIBUTORS': 0.009456552, 'MATTRESS_COST': 0.028697614, 'PRODUCT_VARIANTS': 0.015727399, 'ABOUT_SOF_MATTRESS': 0.0103512425, 'DELAY_IN_DELIVERY': 0.0061435862, 'ORDER_STATUS': 0.011886628, 'RETURN_EXCHANGE': 0.005167087, 'CANCEL_ORDER': 0.006891782, 'PILLOWS': 0.003971677, 'OFFERS': 0.0046420125}",True,WARRANTY
Share warranty information,WARRANTY,5,WARRANTY,0.7775222063064575,"{'EMI': 0.028099278, 'COD': 0.012688658, 'ORTHO_FEATURES': 0.010540683, 'ERGO_FEATURES': 0.012297566, 'COMPARISON': 0.014580888, 'WARRANTY': 0.7775222, '100_NIGHT_TRIAL_OFFER': 0.008602361, 'SIZE_CUSTOMIZATION': 0.012127305, 'WHAT_SIZE_TO_ORDER': 0.006826526, 'LEAD_GEN': 0.008586222, 'CHECK_PINCODE': 0.0062447125, 'DISTRIBUTORS': 0.009710508, 'MATTRESS_COST': 0.026706547, 'PRODUCT_VARIANTS': 0.015183248, 'ABOUT_SOF_MATTRESS': 0.009974841, 'DELAY_IN_DELIVERY': 0.006540491, 'ORDER_STATUS': 0.011995081, 'RETURN_EXCHANGE': 0.005613104, 'CANCEL_ORDER': 0.0072467504, 'PILLOWS': 0.004134537, 'OFFERS': 0.0047783554}",True,WARRANTY
Need to know the warranty details,WARRANTY,5,WARRANTY,0.7766727805137634,"{'EMI': 0.026557462, 'COD': 0.012745914, 'ORTHO_FEATURES': 0.010494766, 'ERGO_FEATURES': 0.0128187435, 'COMPARISON': 0.014271002, 'WARRANTY': 0.7766728, '100_NIGHT_TRIAL_OFFER': 0.00876664, 'SIZE_CUSTOMIZATION': 0.012001281, 'WHAT_SIZE_TO_ORDER': 0.0068810866, 'LEAD_GEN': 0.00906058, 'CHECK_PINCODE': 0.0060225637, 'DISTRIBUTORS': 0.009383599, 'MATTRESS_COST': 0.028741902, 'PRODUCT_VARIANTS': 0.014952787, 'ABOUT_SOF_MATTRESS': 0.009737572, 'DELAY_IN_DELIVERY': 0.006655708, 'ORDER_STATUS': 0.012714348, 'RETURN_EXCHANGE': 0.0056220335, 'CANCEL_ORDER': 0.007244535, 'PILLOWS': 0.0041220286, 'OFFERS': 0.0045326925}",True,WARRANTY
Want to know about warranty,WARRANTY,5,WARRANTY,0.7776445150375366,"{'EMI': 0.024725119, 'COD': 0.0125147905, 'ORTHO_FEATURES': 0.010497886, 'ERGO_FEATURES': 0.013404942, 'COMPARISON': 0.014945825, 'WARRANTY': 0.7776445, '100_NIGHT_TRIAL_OFFER': 0.008822465, 'SIZE_CUSTOMIZATION': 0.012528016, 'WHAT_SIZE_TO_ORDER': 0.0072230673, 'LEAD_GEN': 0.009015841, 'CHECK_PINCODE': 0.0062493626, 'DISTRIBUTORS': 0.0094209155, 'MATTRESS_COST': 0.028096067, 'PRODUCT_VARIANTS': 0.015172065, 'ABOUT_SOF_MATTRESS': 0.00972426, 'DELAY_IN_DELIVERY': 0.0065815365, 'ORDER_STATUS': 0.011936043, 'RETURN_EXCHANGE': 0.005435275, 'CANCEL_ORDER': 0.0072144233, 'PILLOWS': 0.004184878, 'OFFERS': 0.0046627442}",True,WARRANTY
would interested in warranty details,WARRANTY,5,WARRANTY,0.7758095860481262,"{'EMI': 0.027323404, 'COD': 0.014264569, 'ORTHO_FEATURES': 0.010293545, 'ERGO_FEATURES': 0.012724689, 'COMPARISON': 0.014407838, 'WARRANTY': 0.7758096, '100_NIGHT_TRIAL_OFFER': 0.00892169, 'SIZE_CUSTOMIZATION': 0.01198972, 'WHAT_SIZE_TO_ORDER': 0.00684627, 'LEAD_GEN': 0.009381702, 'CHECK_PINCODE': 0.006219731, 'DISTRIBUTORS': 0.009507117, 'MATTRESS_COST': 0.027374309, 'PRODUCT_VARIANTS': 0.014537013, 'ABOUT_SOF_MATTRESS': 0.009511013, 'DELAY_IN_DELIVERY': 0.0066077965, 'ORDER_STATUS': 0.012173608, 'RETURN_EXCHANGE': 0.005838758, 'CANCEL_ORDER': 0.007455023, 'PILLOWS': 0.0041654045, 'OFFERS': 0.0046472414}",True,WARRANTY
How does the 100 night trial work,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.8780944347381592,"{'EMI': 0.0060502966, 'COD': 0.0064197863, 'ORTHO_FEATURES': 0.0031858203, 'ERGO_FEATURES': 0.005262518, 'COMPARISON': 0.0044407514, 'WARRANTY': 0.003983664, '100_NIGHT_TRIAL_OFFER': 0.87809443, 'SIZE_CUSTOMIZATION': 0.005295607, 'WHAT_SIZE_TO_ORDER': 0.004167163, 'LEAD_GEN': 0.0061177933, 'CHECK_PINCODE': 0.0019270558, 'DISTRIBUTORS': 0.0056381417, 'MATTRESS_COST': 0.0077247913, 'PRODUCT_VARIANTS': 0.008365406, 'ABOUT_SOF_MATTRESS': 0.010389026, 'DELAY_IN_DELIVERY': 0.005235334, 'ORDER_STATUS': 0.009761626, 'RETURN_EXCHANGE': 0.00741516, 'CANCEL_ORDER': 0.0066510946, 'PILLOWS': 0.0061544464, 'OFFERS': 0.007720292}",True,100_NIGHT_TRIAL_OFFER
What is the 100-night offer,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.8641519546508789,"{'EMI': 0.0060342746, 'COD': 0.0061094267, 'ORTHO_FEATURES': 0.0037138257, 'ERGO_FEATURES': 0.006183562, 'COMPARISON': 0.004921726, 'WARRANTY': 0.0043394663, '100_NIGHT_TRIAL_OFFER': 0.86415195, 'SIZE_CUSTOMIZATION': 0.005775464, 'WHAT_SIZE_TO_ORDER': 0.0048532975, 'LEAD_GEN': 0.0067641274, 'CHECK_PINCODE': 0.0021906842, 'DISTRIBUTORS': 0.0056050927, 'MATTRESS_COST': 0.00906207, 'PRODUCT_VARIANTS': 0.010026546, 'ABOUT_SOF_MATTRESS': 0.011811455, 'DELAY_IN_DELIVERY': 0.0059500774, 'ORDER_STATUS': 0.010963082, 'RETURN_EXCHANGE': 0.00785922, 'CANCEL_ORDER': 0.0071142167, 'PILLOWS': 0.006938479, 'OFFERS': 0.009631889}",True,100_NIGHT_TRIAL_OFFER
Trial details,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.8690428137779236,"{'EMI': 0.0061632562, 'COD': 0.007066706, 'ORTHO_FEATURES': 0.003628466, 'ERGO_FEATURES': 0.005107119, 'COMPARISON': 0.004791531, 'WARRANTY': 0.004255425, '100_NIGHT_TRIAL_OFFER': 0.8690428, 'SIZE_CUSTOMIZATION': 0.0058699194, 'WHAT_SIZE_TO_ORDER': 0.0045878873, 'LEAD_GEN': 0.006515863, 'CHECK_PINCODE': 0.0020391454, 'DISTRIBUTORS': 0.005867513, 'MATTRESS_COST': 0.00897875, 'PRODUCT_VARIANTS': 0.009434796, 'ABOUT_SOF_MATTRESS': 0.010850523, 'DELAY_IN_DELIVERY': 0.005688811, 'ORDER_STATUS': 0.010735417, 'RETURN_EXCHANGE': 0.0072084353, 'CANCEL_ORDER': 0.006848288, 'PILLOWS': 0.00677053, 'OFFERS': 0.008548689}",True,100_NIGHT_TRIAL_OFFER
How to enroll for trial,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.865624725818634,"{'EMI': 0.0056867506, 'COD': 0.008353213, 'ORTHO_FEATURES': 0.003713493, 'ERGO_FEATURES': 0.005710421, 'COMPARISON': 0.0050358525, 'WARRANTY': 0.0046270494, '100_NIGHT_TRIAL_OFFER': 0.8656247, 'SIZE_CUSTOMIZATION': 0.0060882904, 'WHAT_SIZE_TO_ORDER': 0.0046069142, 'LEAD_GEN': 0.0074868295, 'CHECK_PINCODE': 0.0022209445, 'DISTRIBUTORS': 0.005970062, 'MATTRESS_COST': 0.008772494, 'PRODUCT_VARIANTS': 0.009315861, 'ABOUT_SOF_MATTRESS': 0.010254085, 'DELAY_IN_DELIVERY': 0.0058830907, 'ORDER_STATUS': 0.009617745, 'RETURN_EXCHANGE': 0.008379475, 'CANCEL_ORDER': 0.0074758953, 'PILLOWS': 0.0064696474, 'OFFERS': 0.008707207}",True,100_NIGHT_TRIAL_OFFER
100 night trial,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.8739205598831177,"{'EMI': 0.006208154, 'COD': 0.006666242, 'ORTHO_FEATURES': 0.0033431938, 'ERGO_FEATURES': 0.005763419, 'COMPARISON': 0.0048686294, 'WARRANTY': 0.0043004514, '100_NIGHT_TRIAL_OFFER': 0.87392056, 'SIZE_CUSTOMIZATION': 0.0056770397, 'WHAT_SIZE_TO_ORDER': 0.0042244196, 'LEAD_GEN': 0.0062874737, 'CHECK_PINCODE': 0.0021030295, 'DISTRIBUTORS': 0.0059730657, 'MATTRESS_COST': 0.008649577, 'PRODUCT_VARIANTS': 0.009031372, 'ABOUT_SOF_MATTRESS': 0.009859893, 'DELAY_IN_DELIVERY': 0.004873912, 'ORDER_STATUS': 0.009705617, 'RETURN_EXCHANGE': 0.0075046816, 'CANCEL_ORDER': 0.0061347117, 'PILLOWS': 0.0065365913, 'OFFERS': 0.00836813}",True,100_NIGHT_TRIAL_OFFER
Is the 100 night return trial applicable for custom size as well,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.8748003244400024,"{'EMI': 0.0059370147, 'COD': 0.007512727, 'ORTHO_FEATURES': 0.0033720573, 'ERGO_FEATURES': 0.005605285, 'COMPARISON': 0.004736417, 'WARRANTY': 0.0040564933, '100_NIGHT_TRIAL_OFFER': 0.8748003, 'SIZE_CUSTOMIZATION': 0.0061278567, 'WHAT_SIZE_TO_ORDER': 0.004506654, 'LEAD_GEN': 0.0058257426, 'CHECK_PINCODE': 0.0022254272, 'DISTRIBUTORS': 0.005955036, 'MATTRESS_COST': 0.0076769297, 'PRODUCT_VARIANTS': 0.008878365, 'ABOUT_SOF_MATTRESS': 0.0100169545, 'DELAY_IN_DELIVERY': 0.005340891, 'ORDER_STATUS': 0.009330553, 'RETURN_EXCHANGE': 0.0073647024, 'CANCEL_ORDER': 0.006188234, 'PILLOWS': 0.005925718, 'OFFERS': 0.008616694}",True,100_NIGHT_TRIAL_OFFER
100 night,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.8594529628753662,"{'EMI': 0.0073115947, 'COD': 0.0060902275, 'ORTHO_FEATURES': 0.0034929402, 'ERGO_FEATURES': 0.0065683876, 'COMPARISON': 0.005343197, 'WARRANTY': 0.0045495657, '100_NIGHT_TRIAL_OFFER': 0.85945296, 'SIZE_CUSTOMIZATION': 0.0056832377, 'WHAT_SIZE_TO_ORDER': 0.004827457, 'LEAD_GEN': 0.0071659232, 'CHECK_PINCODE': 0.002156653, 'DISTRIBUTORS': 0.0062109623, 'MATTRESS_COST': 0.008910264, 'PRODUCT_VARIANTS': 0.01006137, 'ABOUT_SOF_MATTRESS': 0.01500216, 'DELAY_IN_DELIVERY': 0.0056176903, 'ORDER_STATUS': 0.011461279, 'RETURN_EXCHANGE': 0.008380918, 'CANCEL_ORDER': 0.006863146, 'PILLOWS': 0.006699969, 'OFFERS': 0.008150118}",True,100_NIGHT_TRIAL_OFFER
Trial offer on customisation,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.5929070711135864,"{'EMI': 0.020565342, 'COD': 0.030047962, 'ORTHO_FEATURES': 0.0118867215, 'ERGO_FEATURES': 0.019012632, 'COMPARISON': 0.016774118, 'WARRANTY': 0.0155112045, '100_NIGHT_TRIAL_OFFER': 0.5929071, 'SIZE_CUSTOMIZATION': 0.07432853, 'WHAT_SIZE_TO_ORDER': 0.011630112, 'LEAD_GEN': 0.015723918, 'CHECK_PINCODE': 0.007948544, 'DISTRIBUTORS': 0.009531169, 'MATTRESS_COST': 0.023964899, 'PRODUCT_VARIANTS': 0.021052916, 'ABOUT_SOF_MATTRESS': 0.023612868, 'DELAY_IN_DELIVERY': 0.012371636, 'ORDER_STATUS': 0.015421514, 'RETURN_EXCHANGE': 0.019578384, 'CANCEL_ORDER': 0.012276878, 'PILLOWS': 0.014107114, 'OFFERS': 0.031746555}",True,100_NIGHT_TRIAL_OFFER
do you provide exchange,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.8009517788887024,"{'EMI': 0.00993494, 'COD': 0.011707142, 'ORTHO_FEATURES': 0.0053516487, 'ERGO_FEATURES': 0.0060950285, 'COMPARISON': 0.005577617, 'WARRANTY': 0.0046107923, '100_NIGHT_TRIAL_OFFER': 0.8009518, 'SIZE_CUSTOMIZATION': 0.007530469, 'WHAT_SIZE_TO_ORDER': 0.0058541684, 'LEAD_GEN': 0.013037258, 'CHECK_PINCODE': 0.0027725515, 'DISTRIBUTORS': 0.006737695, 'MATTRESS_COST': 0.008510501, 'PRODUCT_VARIANTS': 0.010125196, 'ABOUT_SOF_MATTRESS': 0.020643603, 'DELAY_IN_DELIVERY': 0.009070049, 'ORDER_STATUS': 0.012639494, 'RETURN_EXCHANGE': 0.021115605, 'CANCEL_ORDER': 0.009866406, 'PILLOWS': 0.009892367, 'OFFERS': 0.017975777}",True,100_NIGHT_TRIAL_OFFER
Can I try a mattress first,100_NIGHT_TRIAL_OFFER,6,100_NIGHT_TRIAL_OFFER,0.8408209085464478,"{'EMI': 0.0073204413, 'COD': 0.00848038, 'ORTHO_FEATURES': 0.0049143974, 'ERGO_FEATURES': 0.0057243854, 'COMPARISON': 0.0053958837, 'WARRANTY': 0.0050307303, '100_NIGHT_TRIAL_OFFER': 0.8408209, 'SIZE_CUSTOMIZATION': 0.0067616613, 'WHAT_SIZE_TO_ORDER': 0.0054709995, 'LEAD_GEN': 0.00931344, 'CHECK_PINCODE': 0.0024645526, 'DISTRIBUTORS': 0.0058231074, 'MATTRESS_COST': 0.008826092, 'PRODUCT_VARIANTS': 0.01150477, 'ABOUT_SOF_MATTRESS': 0.014889827, 'DELAY_IN_DELIVERY': 0.008162228, 'ORDER_STATUS': 0.011344021, 'RETURN_EXCHANGE': 0.011032442, 'CANCEL_ORDER': 0.009778714, 'PILLOWS': 0.007424699, 'OFFERS': 0.009516393}",True,100_NIGHT_TRIAL_OFFER
